"name","id","nametype","recclass","mass_g","fall","year","reclat","reclong","GeoLocation"
"Cherokee Springs",5340,"Valid","LL6",8400,"Fell",1933,35.03333,-81.88333,"(35.03333, -81.88333)"
"Burkett",5170,"Valid","Iron, IAB-MG",8400,"Found",1913,32.03333,-99.25,"(32.03333, -99.25)"
"Harleton",11830,"Valid","L6",8360,"Fell",1961,32.675,-94.51167,"(32.675, -94.51167)"
"Delaware",6640,"Valid","L4",8346,"Found",1972,35.28333,-93.5,"(35.28333, -93.5)"
"Roosevelt County 102",22757,"Valid","L5",8345,"Found",1988,33.995,-103.25,"(33.995, -103.25)"
"Slovak",23647,"Valid","H5",8220,"Found",1962,34.65,-91.58333,"(34.65, -91.58333)"
"Kennard",12279,"Valid","H5",8200,"Found",1961,41.48333,-96.16667,"(41.48333, -96.16667)"
"Uvalde",24137,"Valid","H5",8200,"Found",1915,29.2,-99.76667,"(29.2, -99.76667)"
"Welland",24235,"Valid","Iron, IIIAB",8200,"Found",1888,43.01667,-79.21667,"(43.01667, -79.21667)"
"Kingfisher",12317,"Valid","L5",8180,"Found",1950,35.83333,-97.93333,"(35.83333, -97.93333)"
"Springer",23688,"Valid","H5",8143,"Found",1965,36.34611,-97.185,"(36.34611, -97.185)"
"Leoville",12766,"Valid","CV3",8100,"Found",1961,39.63333,-100.46722,"(39.63333, -100.46722)"
"Sawyer",53806,"Valid","H4",8100,"Found",2006,37.52392,-98.62993,"(37.52392, -98.62993)"
"Chico Hills",5347,"Valid","H4",8030,"Found",1951,36,-104.5,"(36.0, -104.5)"
"New Almelo",16951,"Valid","L5",8000,"Found",1917,39.66667,-100,"(39.66667, -100.0)"
"Kaffir (c)",12225,"Valid","L6",7947,"Found",1980,34.67167,-101.815,"(34.67167, -101.815)"
"Hardwick",11828,"Valid","L4",7800,"Found",1937,43.8,-96.16667,"(43.8, -96.16667)"
"Wimberley",24282,"Valid","Iron, IIIAB",7800,"Found",1976,29.96667,-98.11667,"(29.96667, -98.11667)"
"Kyle",12389,"Valid","L6",7780,"Found",1965,29.975,-97.86667,"(29.975, -97.86667)"
"Melvern Lake",15477,"Valid","H5",7746,"Found",1950,38.525,-95.78056,"(38.525, -95.78056)"
"Clinton",5381,"Valid","Iron",7700,"Found",1950,36.08333,-84.2,"(36.08333, -84.2)"
"Clover Springs",5384,"Valid","Mesosiderite-A2",7700,"Found",1954,34.45,-111.36667,"(34.45, -111.36667)"
"Murphy",16881,"Valid","Iron, IIAB",7700,"Found",1899,35.1,-84.03333,"(35.1, -84.03333)"
"Ventura",24159,"Valid","Iron, IAB-ung",7700,"Found",1953,34.25,-119.3,"(34.25, -119.3)"
"Dawn (a)",6618,"Valid","H6",7682,"Found",1981,34.86,-102.12,"(34.86, -102.12)"
"Williston",24275,"Valid","Iron, IIIAB",7645,"Found",1962,47.98333,-103.65,"(47.98333, -103.65)"
"La Ciénega",51052,"Valid","H6",7632,"Found",2007,30.20186,-111.93587,"(30.20186, -111.93587)"
"Dora (pallasite)",7712,"Valid","Pallasite, PMG",7600,"Found",1955,33.92667,-103.955,"(33.92667, -103.955)"
"Sutton",23763,"Valid","H5",7600,"Found",1964,40.6,-97.86667,"(40.6, -97.86667)"
"Brandon",5132,"Valid","L6/7",7580,"Found",1975,40.81,-101.80167,"(40.81, -101.80167)"
"Nanjemoy",16904,"Valid","H6",7500,"Fell",1825,38.41667,-77.16667,"(38.41667, -77.16667)"
"Idalia",11998,"Valid","H",7400,"Found",1968,39.695,-102.295,"(39.695, -102.295)"
"Castalia",5291,"Valid","H5",7300,"Fell",1874,36.08333,-78.06667,"(36.08333, -78.06667)"
"Calico Rock",5198,"Valid","Iron, IIAB",7275,"Found",1938,36.08333,-92.15,"(36.08333, -92.15)"
"Inman",12036,"Valid","L/LL3.4",7250,"Found",1966,38.25,-97.66667,"(38.25, -97.66667)"
"Bluewing 005",5083,"Valid","L5",7200,"Found",1999,40.28563,-118.94657,"(40.28563, -118.94657)"
"Round Top (b)",22769,"Valid","H4",7166,"Found",1939,30.06667,-96.7,"(30.06667, -96.7)"
"Mart",15435,"Valid","Iron, IVA",7140,"Found",1898,31.5,-96.88333,"(31.5, -96.88333)"
"Canton",5254,"Valid","Iron, IIIAB",7030,"Found",1894,34.2,-84.48333,"(34.2, -84.48333)"
"Elm Creek",10024,"Valid","H4",7000,"Found",1906,38.5,-96.2,"(38.5, -96.2)"
"Flagg",10108,"Valid","L5",7000,"Found",1954,34.43333,-102.51667,"(34.43333, -102.51667)"
"Lombard",14679,"Valid","Iron, IIAB",7000,"Found",1953,46.1,-111.4,"(46.1, -111.4)"
"Luis Lopez",14751,"Valid","Iron, IIIAB",7000,"Found",1896,34,-106.96667,"(34.0, -106.96667)"
"Kendleton",12275,"Valid","L4",6937,"Fell",1939,29.45,-96,"(29.45, -96.0)"
"Sam's Valley",23116,"Valid","Iron, IIIAB",6920,"Found",1894,42.53333,-122.875,"(42.53333, -122.875)"
"Mayday",15448,"Valid","H4",6900,"Found",1955,39.47444,-96.925,"(39.47444, -96.925)"
"Marsland",15434,"Valid","H5",6850,"Found",1933,42.45,-103.3,"(42.45, -103.3)"
"Providence",18893,"Valid","Iron, IIIAB",6804,"Found",1903,38.56667,-85.23333,"(38.56667, -85.23333)"
"Broken Bow",5145,"Valid","H4",6800,"Found",1937,41.43333,-99.7,"(41.43333, -99.7)"
"Cleburne",5377,"Valid","Iron, IVA",6800,"Found",1907,32.31667,-97.41667,"(32.31667, -97.41667)"
"Gunlock",11453,"Valid","L3.2",6800,"Found",1982,37.28333,-113.78333,"(37.28333, -113.78333)"
"Hope",11905,"Valid","Iron, IAB-MG",6800,"Found",1955,33.68333,-93.6,"(33.68333, -93.6)"
"Jerome (Idaho)",12082,"Valid","L",6800,"Found",1954,42.63333,-114.83333,"(42.63333, -114.83333)"
"Marshall County",15433,"Valid","Iron, IIIAB",6800,"Found",1860,37,-88.25,"(37.0, -88.25)"
"Sanderson",23135,"Valid","Iron, IIIAB",6800,"Found",1936,30.13333,-102.15,"(30.13333, -102.15)"
"St. Peter",23094,"Valid","L5",6800,"Found",1957,39.4,-100.03333,"(39.4, -100.03333)"
"Union County",24122,"Valid","Iron, IC",6800,"Found",1853,34.75,-84,"(34.75, -84.0)"
"Dresden (Kansas)",7730,"Valid","H5",6760,"Found",1953,39.61667,-100.46306,"(39.61667, -100.46306)"
"Eva",10066,"Valid","H5",6700,"Found",1965,36.81667,-101.90833,"(36.81667, -101.90833)"
"Lushton",14760,"Valid","L6",6700,"Found",1914,40.74972,-97.74972,"(40.74972, -97.74972)"
"Keen Mountain",12271,"Valid","Iron, IIAB",6690,"Found",1950,37.21667,-82,"(37.21667, -82.0)"
"Oliver",18014,"Valid","L6",6690,"Found",1984,41.2,-103.68333,"(41.2, -103.68333)"
"Lemmon",12762,"Valid","H5",6680,"Found",1984,45.93333,-102.18333,"(45.93333, -102.18333)"
"Fremont Butte",10181,"Valid","L4",6647,"Found",1963,38.5,-105.5,"(38.5, -105.5)"
"Chambord",5318,"Valid","Iron, IIIAB",6600,"Found",1904,48.45,-72.06667,"(48.45, -72.06667)"
"Tokio (a)",24016,"Valid","H5",6600,"Found",1974,33.21667,-102.63167,"(33.21667, -102.63167)"
"Allred",2280,"Valid","L4",6570,"Found",1978,33.1,-102.95,"(33.1, -102.95)"
"Hub",11921,"Valid","L5",6452,"Found",1991,34.54,-102.59433,"(34.54, -102.59433)"
"Babb's Mill (Troost's Iron)",4916,"Valid","Iron, ungrouped",6400,"Found",1842,36.3,-82.88333,"(36.3, -82.88333)"
"Grandview",47730,"Valid","L5",6400,"Found",2008,32.788333,-101.938333,"(32.788333, -101.938333)"
"Morton",16753,"Valid","H6",6400,"Found",1980,33.71667,-102.76667,"(33.71667, -102.76667)"
"Ocate",48976,"Valid","Iron, IAB-MG",6400,"Found",1986,36.29533,-105.04833,"(36.29533, -105.04833)"
"Crow Peak",44709,"Valid","Iron, IIAB",6320,"Found",1958,44.47733,-103.972,"(44.47733, -103.972)"
"Floydada (b)",10115,"Valid","H5",6266,"Found",1999,33.98333,-101.33333,"(33.98333, -101.33333)"
"Rhineland",22595,"Valid","H5",6240,"Found",1961,33.53333,-99.61667,"(33.53333, -99.61667)"
"Mosca",16755,"Valid","L6",6220,"Found",1942,37.63333,-105.83333,"(37.63333, -105.83333)"
"Axtell",4911,"Valid","CV3",6200,"Found",1943,31.66,-96.97167,"(31.66, -96.97167)"
"Summerfield",23743,"Valid","L5",6200,"Found",1979,34.76667,-102.41667,"(34.76667, -102.41667)"
"Ovid",18057,"Valid","H6",6169,"Found",1939,40.96667,-102.4,"(40.96667, -102.4)"
"Haven",11858,"Valid","H6",6100,"Found",1950,37.96417,-97.75583,"(37.96417, -97.75583)"
"Forksville",10123,"Valid","L6",6067,"Fell",1924,36.78333,-78.08333,"(36.78333, -78.08333)"
"Bishopville",5059,"Valid","Aubrite",6000,"Fell",1843,34.16667,-80.28333,"(34.16667, -80.28333)"
"Cynthiana",5500,"Valid","L/LL4",6000,"Fell",1877,38.4,-84.25,"(38.4, -84.25)"
"Cranfills Gap",5464,"Valid","H6",6000,"Found",1940,31.75,-97.75,"(31.75, -97.75)"
"Griffith",11204,"Valid","Iron, ungrouped",6000,"Found",1985,33.71667,-102.81667,"(33.71667, -102.81667)"
"Hendersonville",11873,"Valid","L5",6000,"Found",1901,35.31667,-81.46667,"(35.31667, -81.46667)"
"Oxford",18063,"Valid","H5",6000,"Found",1985,40.16667,-99.66667,"(40.16667, -99.66667)"
"Portales (c)",18873,"Valid","H4",6000,"Found",1967,34.1,-103.41667,"(34.1, -103.41667)"
"Roundsprings",22770,"Valid","H5",6000,"Found",1986,39.16667,-98.43333,"(39.16667, -98.43333)"
"Sidney",23585,"Valid","L",6000,"Found",1941,41.05,-102.9,"(41.05, -102.9)"
"South Byron",23676,"Valid","Iron, ungrouped",6000,"Found",1915,43.03333,-78.03333,"(43.03333, -78.03333)"
"Sappa",23175,"Valid","L6",5950,"Found",1983,39.84433,-100.51,"(39.84433, -100.51)"
"Yocemento",30364,"Valid","L4",5920,"Found",1966,38.9,-99.43333,"(38.9, -99.43333)"
"Culbertson",5494,"Valid","H4",5900,"Found",1913,40.23333,-100.83333,"(40.23333, -100.83333)"
"Kossuth",12350,"Valid","Iron, IVA",5900,"Found",1975,40.66667,-84.35,"(40.66667, -84.35)"
"Travis County (b)",24041,"Valid","H4",5900,"Found",1889,30.55556,-97.95278,"(30.55556, -97.95278)"
"Cashion",5287,"Valid","H4",5896.8,"Found",1936,35.84778,-97.70333,"(35.84778, -97.70333)"
"Washington County",24217,"Valid","Iron, ungrouped",5750,"Found",1927,39.7,-103.16667,"(39.7, -103.16667)"
"Adams County",375,"Valid","H5",5700,"Found",1928,39.96667,-103.76667,"(39.96667, -103.76667)"
"Grady (c)",10953,"Valid","H4",5700,"Found",1970,34.8,-103.31667,"(34.8, -103.31667)"
"Attica",4890,"Valid","H4",5622,"Found",1996,37.25,-98.13333,"(37.25, -98.13333)"
"Roy (1934)",22775,"Valid","L6",5619,"Found",1934,35.95,-104.2,"(35.95, -104.2)"
"Kress (c)",12360,"Valid","L6",5600,"Found",1978,34.33833,-101.71667,"(34.33833, -101.71667)"
"Loop",14702,"Valid","L6",5600,"Found",1962,32.9,-102.28333,"(32.9, -102.28333)"
"Newport",16962,"Valid","Pallasite, PMG",5600,"Found",1923,35.6,-91.26667,"(35.6, -91.26667)"
"Felt (b)",10084,"Valid","L3.5-5",5590,"Found",1990,36.58333,-102.7,"(36.58333, -102.7)"
"Sylacauga",23773,"Valid","H4",5560,"Fell",1954,33.18836,-86.2945,"(33.18836, -86.2945)"
"Atlanta",4886,"Valid","EL6",5500,"Found",1938,31.8,-92.75,"(31.8, -92.75)"
"Thurlow",23979,"Valid","Iron, IIIAB",5500,"Found",1888,44.75,-77.58333,"(44.75, -77.58333)"
"Seminole (f)",54436,"Valid","H5",5421,"Found",2008,32.70038,-102.67268,"(32.70038, -102.67268)"
"Searsmont",23472,"Valid","H5",5400,"Fell",1871,44.36667,-69.2,"(44.36667, -69.2)"
"Denton County",6659,"Valid","Iron, IIIAB",5400,"Found",1856,33,-97,"(33.0, -97.0)"
"Felt",10083,"Valid","H6",5400,"Found",1970,36.55,-102.78333,"(36.55, -102.78333)"
"Myersville",16886,"Valid","OC",5397,"Found",1969,28.95,-97.40278,"(28.95, -97.40278)"
"Tobe",24014,"Valid","H4",5386,"Found",1963,37.2,-103.58333,"(37.2, -103.58333)"
"Coyote Dry Lake 033",30456,"Valid","H5",5220,"Found",1999,35.05605,-116.7763,"(35.05605, -116.7763)"
"Roosevelt",22655,"Valid","H3.4",5200,"Found",1972,34.86667,-98.95,"(34.86667, -98.95)"
"Corn",54859,"Valid","H5",5176,"Found",1994,35.405,-98.74889,"(35.405, -98.74889)"
"Claytonville (b)",5376,"Valid","OC",5136,"Found",1978,34.34833,-101.65833,"(34.34833, -101.65833)"
"Twin City",24090,"Valid","Iron, IAB-ung",5130,"Found",1955,32.58333,-82.01667,"(32.58333, -82.01667)"
"Garrison",10864,"Valid","H5",5116,"Found",1969,33.86333,-103.34667,"(33.86333, -103.34667)"
"Blanket",5071,"Valid","L6",5100,"Fell",1909,31.83333,-98.83333,"(31.83333, -98.83333)"
"Pasamonte",18110,"Valid","Eucrite-pmict",5100,"Fell",1933,36.21667,-103.4,"(36.21667, -103.4)"
"Silver Bell",23596,"Valid","Iron, IIAB",5100,"Found",1939,32.48333,-111.56667,"(32.48333, -111.56667)"
"Archie",2329,"Valid","H6",5070,"Fell",1932,38.5,-94.3,"(38.5, -94.3)"
"Watonga",55758,"Valid","LL3.1",5025,"Found",1960,35.833333,-98.4,"(35.833333, -98.4)"
"Drake Creek",7728,"Valid","L6",5000,"Fell",1827,36.4,-86.5,"(36.4, -86.5)"
"Essex",10056,"Valid","H5",5000,"Found",2002,34.61167,-115.03333,"(34.61167, -115.03333)"
"Greenbrier County",11194,"Valid","Iron, IIIAB",5000,"Found",1880,37.83333,-80.31667,"(37.83333, -80.31667)"
"Persimmon Creek",18796,"Valid","Iron, IAB-sLM",5000,"Found",1893,35.05,-84.23333,"(35.05, -84.23333)"
"Smithland",23650,"Valid","Iron, IVA",5000,"Found",1839,37.13333,-88.4,"(37.13333, -88.4)"
"Smith's Mountain",23652,"Valid","Iron, IIIAB",5000,"Found",1863,36.41667,-80,"(36.41667, -80.0)"
"Stoneham",31330,"Valid","H5",5000,"Found",1960,40.63783,-103.69717,"(40.63783, -103.69717)"
"Temple",23894,"Valid","L6",5000,"Found",1959,31.11667,-97.3,"(31.11667, -97.3)"
"Cedar (Kansas)",5302,"Valid","H6",4900,"Found",1937,39.7,-98.98333,"(39.7, -98.98333)"
"Eads",7759,"Valid","H4",4860,"Found",1975,38.47,-102.82667,"(38.47, -102.82667)"
"Quartz Mountain",18910,"Valid","Iron, IIIAB",4832,"Found",1935,37.2,-116.7,"(37.2, -116.7)"
"New Westville",16961,"Valid","Iron, IVA",4800,"Found",1941,39.8,-84.81667,"(39.8, -84.81667)"
"Tulia (b)",24067,"Valid","L6",4800,"Found",1917,34.53333,-101.7,"(34.53333, -101.7)"
"La Luz",48962,"Valid","H4",4798,"Found",2005,33.00383,-105.85083,"(33.00383, -105.85083)"
"Garnett",10862,"Valid","H4",4788,"Found",1938,38.26667,-95.25,"(38.26667, -95.25)"
"South Plains",23680,"Valid","L5",4763,"Found",1971,34.26667,-101.25,"(34.26667, -101.25)"
"Fort Stockton",10168,"Valid","Iron",4762.8,"Found",1952,30.91667,-103.06667,"(30.91667, -103.06667)"
"Lexington County",14644,"Valid","Iron, IAB-MG",4760,"Found",1880,34,-81.25,"(34.0, -81.25)"
"Frankel City",10175,"Valid","L6",4700,"Found",1977,32.33333,-102.745,"(32.33333, -102.745)"
"Hot Springs",11912,"Valid","Iron, IIIAB",4700,"Found",1995,39.66667,-118.96667,"(39.66667, -118.96667)"
"Ellis County",10022,"Valid","H6",4692,"Found",1948,38.78333,-99.33333,"(38.78333, -99.33333)"
"Gail",10843,"Valid","H4",4650,"Found",1948,32.7,-101.6,"(32.7, -101.6)"
"Shallowater",23522,"Valid","Aubrite",4650,"Found",1936,33.7,-101.93333,"(33.7, -101.93333)"
"Pony Creek",18866,"Valid","H4",4642,"Found",1947,31.66333,-99.95,"(31.66333, -99.95)"
"Seagraves (b)",23470,"Valid","H5",4600,"Found",1976,32.91722,-102.5,"(32.91722, -102.5)"
"Amber",2291,"Valid","L6",4532,"Found",1934,35.16667,-97.88333,"(35.16667, -97.88333)"
"Coolidge",5434,"Valid","C4-ung",4500,"Found",1937,38.03333,-101.98333,"(38.03333, -101.98333)"
"Hayes Center",11865,"Valid","L6",4500,"Found",1941,40.51667,-101.03333,"(40.51667, -101.03333)"
"Lincoln County",14654,"Valid","L6",4500,"Found",1937,39.36667,-103.16667,"(39.36667, -103.16667)"
"Purmela",32771,"Valid","Iron, IIF",4500,"Found",1977,29.5,-98.05,"(29.5, -98.05)"
"Lewiston",14643,"Valid","H4",4416,"Found",1983,34.00833,-103.60278,"(34.00833, -103.60278)"
"Dalhart",5508,"Valid","H5",4400,"Found",1968,36.04333,-102.40833,"(36.04333, -102.40833)"
"Grassland",10959,"Valid","L4",4400,"Found",1964,33.11667,-101.58333,"(33.11667, -101.58333)"
"Little River (a)",14665,"Valid","H6",4400,"Found",1967,38.38333,-98.01667,"(38.38333, -98.01667)"
"Waverly",24224,"Valid","Iron, IAB-an",4400,"Found",1983,32.68333,-85.56667,"(32.68333, -85.56667)"
"Llano River",53635,"Valid","Iron, IIIAB",4318,"Found",1975,30.52213,-99.73698,"(30.52213, -99.73698)"
"Powellsville",18880,"Valid","H5",4310,"Found",1990,38.66667,-82.78333,"(38.66667, -82.78333)"
"Charlotte",5328,"Valid","Iron, IVA",4300,"Fell",1835,36.16667,-87.33333,"(36.16667, -87.33333)"
"Lone Star",14682,"Valid","H4",4300,"Found",1965,34.25972,-101.40833,"(34.25972, -101.40833)"
"McLean",15464,"Valid","H6",4300,"Found",1939,35.23333,-100.6,"(35.23333, -100.6)"
"Rush County",22785,"Valid","H5",4300,"Found",1948,39.5,-85.5,"(39.5, -85.5)"
"Sunray",23746,"Valid","H4",4300,"Found",1985,36,-101.83333,"(36.0, -101.83333)"
"Grady (1933)",10951,"Valid","L3-6",4230,"Found",1933,34.8,-103.31667,"(34.8, -103.31667)"
"Farnum",10076,"Valid","L5",4200,"Found",1937,40.25,-100.23333,"(40.25, -100.23333)"
"Norristown",16997,"Valid","Iron, IIIAB",4200,"Found",1965,32.51667,-82.55,"(32.51667, -82.55)"
"Falsey Draw",10072,"Valid","L6",4180,"Found",1995,33.84333,-103.93667,"(33.84333, -103.93667)"
"Elba",7821,"Valid","H5",4175,"Found",1966,39.83333,-103.21667,"(39.83333, -103.21667)"
"Wells",24242,"Valid","LL3.3",4135,"Found",1985,33.05,-101.93333,"(33.05, -101.93333)"
"Fluvanna (b)",10117,"Valid","H6",4110,"Found",1976,32.90333,-101.16278,"(32.90333, -101.16278)"
"Sioux County",23614,"Valid","Eucrite-mmict",4100,"Fell",1933,42.58333,-103.66667,"(42.58333, -103.66667)"
"Algoma",470,"Valid","Iron, IAB-sHL",4100,"Found",1887,44.65,-87.46667,"(44.65, -87.46667)"
"Brownfield (1964)",5152,"Valid","H5",4100,"Found",1964,33.21667,-102.18333,"(33.21667, -102.18333)"
"Dwight",7756,"Valid","L6",4100,"Found",1940,38.85,-96.58333,"(38.85, -96.58333)"
"Flagler",30564,"Valid","H3.8",4100,"Found",1972,39.23,-102.99,"(39.23, -102.99)"
"Lost Creek",14712,"Valid","H3.8",4018,"Found",1916,39.12417,-98.16778,"(39.12417, -98.16778)"
"Akron (1961)",431,"Valid","L6",4000,"Found",1961,40.15,-103.16667,"(40.15, -103.16667)"
"Edmond",7767,"Valid","H6",4000,"Found",1983,39.76667,-99.91667,"(39.76667, -99.91667)"
"Harlowton",11831,"Valid","Iron, IAB-ung",4000,"Found",1975,46.43333,-109.83333,"(46.43333, -109.83333)"
"Indianola",12030,"Valid","L5",4000,"Found",1939,40.23333,-100.41667,"(40.23333, -100.41667)"
"Jamestown",12071,"Valid","Iron, IVA",4000,"Found",1885,46.61667,-98.5,"(46.61667, -98.5)"
"Seneca Falls",23498,"Valid","Iron, IIIAB",4000,"Found",1850,42.91667,-76.78333,"(42.91667, -76.78333)"
"Acomita",372,"Valid","Pallasite, PMG",3956,"Found",1962,35.05,-107.56667,"(35.05, -107.56667)"
"Colony",5407,"Valid","CO3.0",3912,"Found",1975,35.35,-98.68333,"(35.35, -98.68333)"
"Anson",2308,"Valid","L6",3900,"Found",1972,39.33333,-97.56167,"(39.33333, -97.56167)"
"Ulysses",24110,"Valid","H4",3900,"Found",1927,37.6,-101.25,"(37.6, -101.25)"
"Wray (b)",24339,"Valid","L5",3884,"Found",1938,40.33083,-102.19583,"(40.33083, -102.19583)"
"Wood's Mountain",24332,"Valid","Iron, IVA",3867,"Found",1918,35.68333,-82.18333,"(35.68333, -82.18333)"
"Seth Ward",23505,"Valid","H5",3800,"Found",1977,34.26889,-101.64722,"(34.26889, -101.64722)"
"Davy (b)",6617,"Valid","H4",3770,"Found",1981,29.00833,-97.70556,"(29.00833, -97.70556)"
"Pitts",18837,"Valid","Iron, IAB-ung",3760,"Fell",1921,31.95,-83.51667,"(31.95, -83.51667)"
"Mertzon",15490,"Valid","Iron, IAB-ung",3720,"Found",1943,31.26667,-100.83333,"(31.26667, -100.83333)"
"Hamlet",11485,"Valid","LL4",3710,"Fell",1959,41.38333,-86.6,"(41.38333, -86.6)"
"Bald Mountain",4925,"Valid","L4",3700,"Fell",1929,35.96667,-82.48333,"(35.96667, -82.48333)"
"Gila Bend",30664,"Valid","L5",3700,"Found",2000,33.03333,-112.61667,"(33.03333, -112.61667)"
"Soper",23669,"Valid","Iron, ungrouped",3700,"Found",1938,34.03333,-95.58333,"(34.03333, -95.58333)"
"Zenda",30400,"Valid","Iron, IAB complex",3700,"Found",1955,42.51333,-88.48944,"(42.51333, -88.48944)"
"Bluebird",30445,"Valid","L6",3650,"Found",2002,35.8675,-114.19167,"(35.8675, -114.19167)"
"Florence",10111,"Valid","H3",3640,"Fell",1922,30.83333,-97.76667,"(30.83333, -97.76667)"
"Auburn",4894,"Valid","Iron, IIG",3630,"Found",1867,32.63333,-85.5,"(32.63333, -85.5)"
"Goodland",10945,"Valid","L4",3628,"Found",1923,39.35,-101.66667,"(39.35, -101.66667)"
"McCook",15459,"Valid","L6",3602,"Found",1965,40.02,-100.78333,"(40.02, -100.78333)"
"Cee Vee",5305,"Valid","H5",3600,"Found",1959,34.2,-100.48333,"(34.2, -100.48333)"
"Laketon",12448,"Valid","L6",3600,"Found",1937,35.56667,-100.66667,"(35.56667, -100.66667)"
"Muleshoe",16846,"Valid","H4/6",3600,"Found",1972,34.12167,-102.695,"(34.12167, -102.695)"
"Nazareth (b)",16929,"Valid","L6",3600,"Found",1967,34.5,-102.25,"(34.5, -102.25)"
"Oscuro Mountains",18035,"Valid","Iron, IAB-MG",3600,"Found",1895,33.63333,-106.38333,"(33.63333, -106.38333)"
"Pine River",18826,"Valid","Iron, IAB-sLL",3600,"Found",1931,44.21667,-89.1,"(44.21667, -89.1)"
"Salt River",23113,"Valid","Iron, IIC",3600,"Found",1850,37.95,-85.78333,"(37.95, -85.78333)"
"St. Francois County",23085,"Valid","Iron, IC",3600,"Found",1863,37.75,-90.5,"(37.75, -90.5)"
"Del Rio",6639,"Valid","Iron, IIF",3596,"Found",1965,29.36667,-100.96667,"(29.36667, -100.96667)"
"Mifflin",52090,"Valid","L5",3584,"Fell",2010,42.9075,-90.36556,"(42.9075, -90.36556)"
"Penokee",18788,"Valid","H5",3580,"Found",1947,39.35,-99.91667,"(39.35, -99.91667)"
"Southampton",23682,"Valid","Pallasite",3580,"Found",2001,44.50642,-81.37217,"(44.50642, -81.37217)"
"Skiff",23622,"Valid","H4",3540,"Found",1966,49.25,-111.86667,"(49.25, -111.86667)"
"Success",23736,"Valid","L6",3500,"Fell",1924,36.48333,-90.66667,"(36.48333, -90.66667)"
"Kaffir (b)",12224,"Valid","H4",3500,"Found",1966,34.67167,-101.815,"(34.67167, -101.815)"
"Mesa Verde Park",15494,"Valid","Iron, IAB-ung",3500,"Found",1922,37.16667,-108.5,"(37.16667, -108.5)"
"Seibert (a)",23479,"Valid","H5",3500,"Found",1941,39.3,-102.83333,"(39.3, -102.83333)"
"Wiley",24268,"Valid","Iron, IIC",3500,"Found",1938,38.15,-102.66667,"(38.15, -102.66667)"
"Yorktown (Texas)",30371,"Valid","H5",3500,"Found",1957,28.95,-97.40278,"(28.95, -97.40278)"
"New Raymer",30758,"Valid","LL4",3400,"Found",1995,40.62583,-103.84033,"(40.62583, -103.84033)"
"Primm",18889,"Valid","H5",3383,"Found",1997,35.66667,-115.36667,"(35.66667, -115.36667)"
"Erie",10045,"Valid","L6",3300,"Found",1965,40.03167,-105.05667,"(40.03167, -105.05667)"
"Ogallala",17992,"Valid","Iron, IAB-sLL",3300,"Found",1918,41.16667,-101.66667,"(41.16667, -101.66667)"
"Smyer",23655,"Valid","H6",3273,"Found",1968,33.58333,-102.16667,"(33.58333, -102.16667)"
"Harrison Township",11843,"Valid","L6",3263,"Found",1945,38.33333,-101.71167,"(38.33333, -101.71167)"
"Portales (a)",18871,"Valid","H4",3240,"Found",1967,34.06667,-103.5,"(34.06667, -103.5)"
"Andover",2295,"Valid","L6",3200,"Fell",1898,44.61667,-70.75,"(44.61667, -70.75)"
"Felix",10081,"Valid","CO3.3",3200,"Fell",1900,32.53333,-87.16667,"(32.53333, -87.16667)"
"Bald Eagle",4924,"Valid","Iron, IIIAB",3200,"Found",1891,41.28333,-77.05,"(41.28333, -77.05)"
"Norcateur",16991,"Valid","L6",3200,"Found",1940,39.81667,-100.2,"(39.81667, -100.2)"
"Springfield",23689,"Valid","L6",3200,"Found",1937,37.38333,-102.63333,"(37.38333, -102.63333)"
"Almelo Township",2281,"Valid","L5",3180,"Found",1949,39.6,-100.11667,"(39.6, -100.11667)"
"West Point",24246,"Valid","L6",3100,"Found",1972,33.075,-102.045,"(33.075, -102.045)"
"Harding County",11826,"Valid","L4",3075,"Found",1941,45.5,-103.5,"(45.5, -103.5)"
"Hildreth",11885,"Valid","L5",3060,"Found",1894,40.33333,-99.03333,"(40.33333, -99.03333)"
"Ackerly",55379,"Valid","L5",3046,"Found",1995,32.59033,-101.77217,"(32.59033, -101.77217)"
"Shafter Lake",23513,"Valid","H5",3027,"Found",1933,32.4,-102.58333,"(32.4, -102.58333)"
"Loomis",14698,"Valid","L6",3020,"Found",1933,40.46667,-99.5,"(40.46667, -99.5)"
"Camp Creek",53490,"Valid","H4",3016,"Found",2009,33.88098,-111.78558,"(33.88098, -111.78558)"
"Losttown",14715,"Valid","Iron, IID",3000,"Found",1868,34.25,-84.5,"(34.25, -84.5)"
"Paloduro",18081,"Valid","Iron, IIIE",3000,"Found",1935,34.9,-101.21667,"(34.9, -101.21667)"
"Two Buttes (b)",24092,"Valid","H",3000,"Found",1970,37.63333,-102.41667,"(37.63333, -102.41667)"
"Wardswell Draw",24214,"Valid","L6",3000,"Found",1976,32.90333,-102.925,"(32.90333, -102.925)"
"Willowdale",24279,"Valid","H4",3000,"Found",1951,37.53333,-98.36667,"(37.53333, -98.36667)"
"Zaffra",30383,"Valid","Iron, IAB-MG",3000,"Found",1919,35,-94.75,"(35.0, -94.75)"
"McKenzie Draw (b)",15462,"Valid","H4",2990,"Found",1989,32.925,-102.625,"(32.925, -102.625)"
"Little Spring Creek",30743,"Valid","H5",2950,"Found",1937,37.68333,-105.7,"(37.68333, -105.7)"
